,Player,HID,p_throws,batter,pitch_type,AB,H,AVG,SwStr%,wOBA,OPS,ISO,EV,Air Hard%,BIP,Brl%,Hard%,GB%,LD%,FB%,K%,BB%,1B,2B,3B,HR,Game,Team,Opp,Spot
55,Daniel Schneemann,682177,R,682177,CU,70.0,16.0,0.229,0.109,0.2791408450704226,0.668,0.19999999999999998,83.91071428571429,0.4,56,0.107,0.232,0.518,0.214,0.232,0.197,0.014,8,5,0,3,CLE@MIN,CLE,MIN,7
56,Daniel Schneemann,682177,R,682177,FC,40.0,8.0,0.2,0.103,0.24515909090909088,0.548,0.07500000000000001,85.58999999999999,0.312,30,0.1,0.333,0.4,0.2,0.333,0.227,0.091,7,0,0,1,CLE@MIN,CLE,MIN,7
57,Daniel Schneemann,682177,R,682177,FF,205.0,51.0,0.249,0.124,0.35661181434599154,0.833,0.23399999999999999,94.19236111111111,0.651,144,0.153,0.583,0.354,0.229,0.368,0.257,0.131,26,13,1,11,CLE@MIN,CLE,MIN,7
58,Daniel Schneemann,682177,R,682177,FS,56.0,17.0,0.304,0.192,0.32203508771929823,0.756,0.14200000000000002,85.37179487179488,0.556,39,0.103,0.436,0.538,0.282,0.179,0.31,0.017,11,5,0,1,CLE@MIN,CLE,MIN,7
60,Daniel Schneemann,682177,R,682177,SI,69.0,16.0,0.232,0.082,0.33398809523809525,0.737,0.145,88.66250000000001,0.667,56,0.054,0.393,0.393,0.286,0.25,0.174,0.163,10,4,0,2,CLE@MIN,CLE,MIN,7
65,Austin Hedges,595978,R,595978,CU,17.0,2.0,0.118,0.138,0.15555555555555556,0.343,0.057999999999999996,92.01818181818182,0.4,11,0.0,0.455,0.545,0.182,0.273,0.333,0.056,1,1,0,0,CLE@MIN,CLE,MIN,8
66,Austin Hedges,595978,R,595978,FC,27.0,5.0,0.185,0.225,0.23544827586206896,0.522,0.11099999999999999,74.55909090909091,0.111,22,0.0,0.136,0.409,0.091,0.318,0.226,0.065,4,0,0,1,CLE@MIN,CLE,MIN,8
67,Austin Hedges,595978,R,595978,FF,109.0,26.0,0.239,0.117,0.29837096774193544,0.654,0.10000000000000003,85.68387096774194,0.373,93,0.022,0.301,0.333,0.269,0.28,0.162,0.108,19,5,0,2,CLE@MIN,CLE,MIN,8
68,Austin Hedges,595978,R,595978,FS,6.0,1.0,0.167,0.188,0.3356666666666666,0.834,0.5,86.3,0.5,3,0.333,0.333,0.333,0.0,0.667,0.5,0.0,0,0,0,1,CLE@MIN,CLE,MIN,8
69,Austin Hedges,595978,R,595978,SI,49.0,15.0,0.306,0.065,0.365625,0.804,0.14300000000000002,80.8288888888889,0.545,45,0.044,0.356,0.444,0.333,0.156,0.161,0.081,12,1,0,2,CLE@MIN,CLE,MIN,8
74,Steven Kwan,680757,R,680757,CU,117.0,30.0,0.256,0.046,0.28596774193548385,0.664,0.11199999999999999,87.92376237623762,0.308,101,0.04,0.287,0.485,0.248,0.267,0.136,0.04,24,1,3,2,CLE@MIN,CLE,MIN,9
76,Steven Kwan,680757,R,680757,FC,110.0,33.0,0.3,0.031,0.3535867768595041,0.828,0.16400000000000003,84.84166666666667,0.22,96,0.021,0.177,0.354,0.333,0.281,0.116,0.091,21,8,2,2,CLE@MIN,CLE,MIN,9
77,Steven Kwan,680757,R,680757,FF,539.0,156.0,0.289,0.023,0.3503118971061093,0.796,0.128,85.12244094488189,0.187,508,0.01,0.175,0.319,0.301,0.289,0.062,0.13,113,28,4,11,CLE@MIN,CLE,MIN,9
78,Steven Kwan,680757,R,680757,FS,72.0,12.0,0.167,0.08,0.16991999999999996,0.381,0.013999999999999985,80.88771929824561,0.154,57,0.0,0.123,0.491,0.281,0.175,0.2,0.04,11,1,0,0,CLE@MIN,CLE,MIN,9
81,Steven Kwan,680757,R,680757,SI,159.0,50.0,0.314,0.01,0.37427659574468086,0.848,0.12,86.01038961038961,0.254,154,0.006,0.195,0.513,0.286,0.175,0.042,0.141,38,8,1,3,CLE@MIN,CLE,MIN,9
0,Austin Martin,668885,L,668885,CH,38.0,8.0,0.211,0.196,0.235325,0.539,0.07799999999999999,79.14583333333333,0.167,24,0.0,0.125,0.458,0.333,0.167,0.35,0.05,5,3,0,0,CLE@MIN,MIN,CLE,1
1,Austin Martin,668885,L,668885,CU,13.0,6.0,0.462,0.02,0.5155333333333333,1.225,0.22999999999999993,81.02222222222223,0.0,9,0.0,0.111,0.556,0.222,0.222,0.267,0.067,3,3,0,0,CLE@MIN,MIN,CLE,1
2,Austin Martin,668885,L,668885,FC,17.0,5.0,0.294,0.042,0.3924761904761904,0.9,0.177,90.32666666666667,0.667,15,0.267,0.4,0.4,0.2,0.4,0.095,0.19,2,3,0,0,CLE@MIN,MIN,CLE,1
3,Austin Martin,668885,L,668885,FF,82.0,23.0,0.28,0.051,0.3587755102040816,0.813,0.13499999999999995,87.33333333333333,0.35,69,0.043,0.348,0.333,0.319,0.261,0.133,0.143,16,5,0,2,CLE@MIN,MIN,CLE,1
6,Austin Martin,668885,L,668885,SL,16.0,4.0,0.25,0.109,0.28841176470588237,0.653,0.125,84.94166666666666,0.667,12,0.083,0.333,0.5,0.417,0.083,0.278,0.056,2,2,0,0,CLE@MIN,MIN,CLE,1
9,Byron Buxton,621439,L,621439,CH,89.0,21.0,0.236,0.195,0.27310752688172046,0.637,0.135,89.38125,0.515,64,0.125,0.344,0.375,0.297,0.219,0.277,0.043,15,3,0,3,CLE@MIN,MIN,CLE,2
10,Byron Buxton,621439,L,621439,CU,29.0,6.0,0.207,0.113,0.3107878787878787,0.717,0.207,89.46315789473684,0.462,19,0.158,0.368,0.158,0.368,0.316,0.303,0.121,2,3,0,1,CLE@MIN,MIN,CLE,2
11,Byron Buxton,621439,L,621439,FC,33.0,14.0,0.424,0.104,0.622735294117647,1.52,0.667,92.39655172413794,0.778,29,0.241,0.552,0.241,0.241,0.379,0.143,0.029,6,1,0,7,CLE@MIN,MIN,CLE,2
12,Byron Buxton,621439,L,621439,FF,132.0,31.0,0.235,0.151,0.33299315068493146,0.779,0.242,95.43440860215054,0.701,93,0.194,0.624,0.204,0.215,0.505,0.282,0.087,13,10,2,6,CLE@MIN,MIN,CLE,2
15,Byron Buxton,621439,L,621439,SL,38.0,11.0,0.289,0.212,0.3642142857142857,0.857,0.21100000000000002,86.48,0.538,25,0.08,0.36,0.28,0.28,0.24,0.31,0.095,7,2,0,2,CLE@MIN,MIN,CLE,2
18,Josh Bell,605137,L,605137,CH,113.0,23.0,0.204,0.166,0.2566484375,0.56,0.061000000000000026,80.85584415584415,0.206,77,0.052,0.182,0.545,0.234,0.208,0.287,0.116,18,4,0,1,CLE@MIN,MIN,CLE,3
19,Josh Bell,605137,L,605137,CU,46.0,11.0,0.239,0.186,0.31420408163265307,0.743,0.21800000000000003,85.1625,0.333,32,0.094,0.219,0.5,0.125,0.344,0.286,0.041,7,1,0,3,CLE@MIN,MIN,CLE,3
20,Josh Bell,605137,L,605137,FC,43.0,12.0,0.279,0.124,0.34408510638297873,0.798,0.186,85.6842105263158,0.45,38,0.105,0.289,0.316,0.316,0.211,0.125,0.083,6,5,0,1,CLE@MIN,MIN,CLE,3
21,Josh Bell,605137,L,605137,FF,175.0,44.0,0.251,0.102,0.326180412371134,0.755,0.183,90.1055944055944,0.478,143,0.063,0.42,0.469,0.224,0.259,0.163,0.097,28,8,0,8,CLE@MIN,MIN,CLE,3
24,Josh Bell,605137,L,605137,SL,53.0,11.0,0.208,0.144,0.29622033898305083,0.684,0.18800000000000003,89.55121951219512,0.409,41,0.146,0.39,0.366,0.146,0.39,0.203,0.102,5,4,0,2,CLE@MIN,MIN,CLE,3
27,Royce Lewis,668904,L,668904,CH,80.0,19.0,0.238,0.157,0.24565476190476188,0.562,0.04999999999999999,83.84098360655739,0.407,61,0.049,0.246,0.492,0.23,0.213,0.226,0.036,15,4,0,0,CLE@MIN,MIN,CLE,4
28,Royce Lewis,668904,L,668904,CU,30.0,10.0,0.333,0.107,0.40774999999999995,0.975,0.26699999999999996,92.4875,0.571,24,0.125,0.458,0.375,0.292,0.292,0.188,0.062,6,2,0,2,CLE@MIN,MIN,CLE,4
29,Royce Lewis,668904,L,668904,FC,21.0,2.0,0.095,0.072,0.23277777777777775,0.439,0.04799999999999999,88.38888888888889,0.417,18,0.056,0.278,0.111,0.167,0.5,0.111,0.222,1,1,0,0,CLE@MIN,MIN,CLE,4
30,Royce Lewis,668904,L,668904,FF,85.0,18.0,0.212,0.148,0.31685714285714284,0.725,0.19999999999999998,91.99846153846153,0.533,65,0.138,0.446,0.215,0.2,0.492,0.212,0.131,9,5,0,4,CLE@MIN,MIN,CLE,4
33,Royce Lewis,668904,L,668904,SL,28.0,10.0,0.357,0.159,0.48599999999999993,1.186,0.42900000000000005,89.51578947368421,0.556,19,0.211,0.421,0.474,0.158,0.316,0.3,0.067,6,0,0,4,CLE@MIN,MIN,CLE,4
36,Brooks Lee,686797,L,686797,CH,70.0,12.0,0.171,0.159,0.16186111111111112,0.365,0.0,82.85689655172413,0.174,58,0.034,0.138,0.534,0.19,0.207,0.167,0.028,12,0,0,0,CLE@MIN,MIN,CLE,5
37,Brooks Lee,686797,L,686797,CU,32.0,4.0,0.125,0.107,0.15314705882352941,0.332,0.031,86.804,0.417,25,0.0,0.32,0.44,0.2,0.28,0.206,0.059,3,1,0,0,CLE@MIN,MIN,CLE,5
38,Brooks Lee,686797,L,686797,FC,13.0,5.0,0.385,0.08,0.6170625,1.548,0.692,90.78461538461539,0.857,13,0.231,0.538,0.385,0.231,0.308,0.059,0.118,2,0,0,3,CLE@MIN,MIN,CLE,5
39,Brooks Lee,686797,L,686797,FF,83.0,28.0,0.337,0.091,0.4035056179775281,0.96,0.24099999999999994,91.296875,0.625,64,0.125,0.484,0.328,0.25,0.375,0.213,0.056,18,5,0,5,CLE@MIN,MIN,CLE,5
42,Brooks Lee,686797,L,686797,SL,38.0,6.0,0.158,0.217,0.135,0.316,0.0,85.97692307692309,0.4,26,0.0,0.308,0.538,0.154,0.231,0.316,0.0,6,0,0,0,CLE@MIN,MIN,CLE,5
45,Victor Caratini,605170,L,605170,CH,48.0,9.0,0.188,0.185,0.20293877551020406,0.467,0.08300000000000002,89.965625,0.474,32,0.062,0.344,0.375,0.25,0.344,0.353,0.02,7,1,0,1,CLE@MIN,MIN,CLE,6
46,Victor Caratini,605170,L,605170,CU,16.0,4.0,0.25,0.098,0.31035294117647055,0.732,0.188,89.51428571428572,0.5,7,0.143,0.286,0.286,0.286,0.286,0.529,0.059,3,0,0,1,CLE@MIN,MIN,CLE,6
47,Victor Caratini,605170,L,605170,FC,15.0,6.0,0.4,0.145,0.5210869565217391,1.209,0.19999999999999996,90.63571428571429,0.667,14,0.071,0.429,0.429,0.286,0.143,0.043,0.174,5,0,0,1,CLE@MIN,MIN,CLE,6
48,Victor Caratini,605170,L,605170,FF,83.0,24.0,0.289,0.094,0.3463829787234043,0.794,0.133,89.0590909090909,0.417,66,0.076,0.424,0.439,0.288,0.258,0.181,0.085,17,5,0,2,CLE@MIN,MIN,CLE,6
51,Victor Caratini,605170,L,605170,SL,28.0,7.0,0.25,0.218,0.3256764705882353,0.703,0.07100000000000001,91.21111111111111,0.7,18,0.167,0.5,0.444,0.333,0.222,0.294,0.059,5,2,0,0,CLE@MIN,MIN,CLE,6
54,Luke Keaschall,807712,L,807712,CH,34.0,9.0,0.265,0.101,0.251,0.58,0.02899999999999997,80.45862068965518,0.143,29,0.0,0.138,0.448,0.172,0.31,0.143,0.029,8,1,0,0,CLE@MIN,MIN,CLE,7
55,Luke Keaschall,807712,L,807712,CU,13.0,0.0,0.0,0.022,0.0,0.0,0.0,79.30000000000001,0.333,13,0.0,0.154,0.462,0.154,0.308,0.071,0.0,0,0,0,0,CLE@MIN,MIN,CLE,7
56,Luke Keaschall,807712,L,807712,FC,16.0,3.0,0.188,0.074,0.1603125,0.376,0.0,84.01538461538462,0.333,13,0.154,0.231,0.385,0.154,0.308,0.188,0.0,3,0,0,0,CLE@MIN,MIN,CLE,7
57,Luke Keaschall,807712,L,807712,FF,40.0,8.0,0.2,0.077,0.28273333333333334,0.639,0.14999999999999997,87.80000000000001,0.409,31,0.065,0.29,0.129,0.452,0.258,0.2,0.067,4,3,0,1,CLE@MIN,MIN,CLE,7
59,Luke Keaschall,807712,L,807712,SL,19.0,5.0,0.263,0.186,0.37777272727272726,0.89,0.263,88.02000000000001,0.667,10,0.1,0.4,0.4,0.2,0.4,0.409,0.136,2,2,0,1,CLE@MIN,MIN,CLE,7
62,Ryan Kreidler,668952,L,668952,CH,24.0,3.0,0.125,0.221,0.15226923076923077,0.317,0.0,80.98823529411764,0.375,17,0.059,0.235,0.529,0.294,0.176,0.269,0.077,3,0,0,0,CLE@MIN,MIN,CLE,8
63,Ryan Kreidler,668952,L,668952,CU,9.0,1.0,0.111,0.083,0.1552,0.311,0.0,64.71666666666667,0.0,6,0.0,0.0,0.667,0.0,0.167,0.3,0.1,1,0,0,0,CLE@MIN,MIN,CLE,8
64,Ryan Kreidler,668952,L,668952,FC,6.0,1.0,0.167,0.161,0.33025,0.666,0.166,82.5,0.0,5,0.0,0.4,1.0,0.0,0.0,0.222,0.222,0,1,0,0,CLE@MIN,MIN,CLE,8
65,Ryan Kreidler,668952,L,668952,FF,21.0,3.0,0.143,0.171,0.25866666666666666,0.573,0.19000000000000003,88.52222222222223,0.556,18,0.056,0.389,0.333,0.167,0.333,0.16,0.12,1,1,0,1,CLE@MIN,MIN,CLE,8
68,Ryan Kreidler,668952,L,668952,SL,6.0,1.0,0.167,0.059,0.284875,0.542,0.0,75.56,0.0,5,0.0,0.2,0.6,0.0,0.2,0.125,0.125,1,0,0,0,CLE@MIN,MIN,CLE,8
70,Kyler Fedko,693459,L,693459,CH,1.0,0.0,0.0,0.0,0.0,0.0,0.0,81.3,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,CLE@MIN,MIN,CLE,9
71,Kyler Fedko,693459,L,693459,CU,1.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,CLE@MIN,MIN,CLE,9
72,Kyler Fedko,693459,L,693459,FC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,CLE@MIN,MIN,CLE,9
73,Kyler Fedko,693459,L,693459,FF,4.0,0.0,0.0,0.292,0.2323333333333333,0.333,0.0,104.5,0.0,1,0.0,1.0,1.0,0.0,0.0,0.5,0.333,0,0,0,0,CLE@MIN,MIN,CLE,9
75,Kyler Fedko,693459,L,693459,SL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,CLE@MIN,MIN,CLE,9
0,Anthony Seigler,678011,L,678011,CH,4.0,1.0,0.25,0.091,0.312,0.75,0.25,93.625,0.333,4,0.0,0.25,0.25,0.5,0.25,0.0,0.0,0,1,0,0,BOS@CWS,BOS,CWS,1
2,Anthony Seigler,678011,L,678011,FC,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,BOS@CWS,BOS,CWS,1
3,Anthony Seigler,678011,L,678011,FF,7.0,3.0,0.429,0.032,0.5048999999999999,1.171,0.14199999999999996,82.54285714285713,0.75,7,0.0,0.429,0.429,0.286,0.286,0.0,0.3,2,1,0,0,BOS@CWS,BOS,CWS,1
4,Anthony Seigler,678011,L,678011,SI,2.0,0.0,0.0,0.0,0.0,0.0,0.0,94.7,0.0,1,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0,0,0,0,BOS@CWS,BOS,CWS,1
6,Anthony Seigler,678011,L,678011,ST,2.0,2.0,1.0,0.25,0.855,2.0,0.0,78.15,0.0,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,0,0,0,BOS@CWS,BOS,CWS,1
7,Ceddanne Rafaela,678882,L,678882,CH,97.0,23.0,0.237,0.184,0.331921568627451,0.801,0.28900000000000003,83.44605263157894,0.472,76,0.145,0.303,0.461,0.197,0.276,0.206,0.049,8,7,3,5,BOS@CWS,BOS,CWS,2
9,Ceddanne Rafaela,678882,L,678882,FC,28.0,8.0,0.286,0.171,0.36429032258064514,0.844,0.21400000000000002,88.675,0.545,24,0.042,0.5,0.5,0.25,0.208,0.156,0.0,5,1,1,1,BOS@CWS,BOS,CWS,2
10,Ceddanne Rafaela,678882,L,678882,FF,105.0,23.0,0.219,0.176,0.29258771929824556,0.678,0.18100000000000002,91.5720588235294,0.452,68,0.132,0.5,0.294,0.25,0.368,0.33,0.07,12,7,0,4,BOS@CWS,BOS,CWS,2
12,Ceddanne Rafaela,678882,L,678882,SI,51.0,13.0,0.255,0.108,0.29010526315789475,0.647,0.059,92.52272727272727,0.722,44,0.091,0.545,0.568,0.182,0.227,0.123,0.07,10,3,0,0,BOS@CWS,BOS,CWS,2
14,Ceddanne Rafaela,678882,L,678882,ST,20.0,2.0,0.1,0.282,0.10515,0.25,0.04999999999999999,93.3111111111111,0.667,9,0.222,0.667,0.333,0.333,0.333,0.55,0.0,1,1,0,0,BOS@CWS,BOS,CWS,2
16,Wilyer Abreu,677800,L,677800,CH,5.0,2.0,0.4,0.083,0.40116666666666667,0.9,0.0,94.39999999999999,0.0,3,0.0,0.667,0.667,0.333,0.0,0.333,0.167,2,0,0,0,BOS@CWS,BOS,CWS,3
18,Wilyer Abreu,677800,L,677800,FC,12.0,5.0,0.417,0.14,0.3824615384615385,0.879,0.0,92.33,0.5,10,0.0,0.4,0.1,0.6,0.2,0.154,0.077,5,0,0,0,BOS@CWS,BOS,CWS,3
19,Wilyer Abreu,677800,L,677800,FF,52.0,9.0,0.173,0.147,0.2801967213114754,0.622,0.15400000000000003,86.97941176470589,0.438,34,0.118,0.382,0.324,0.206,0.265,0.295,0.148,3,5,0,1,BOS@CWS,BOS,CWS,3
21,Wilyer Abreu,677800,L,677800,SI,67.0,20.0,0.299,0.064,0.3347397260273972,0.765,0.119,82.68888888888888,0.524,63,0.048,0.413,0.635,0.175,0.159,0.08,0.067,14,5,0,1,BOS@CWS,BOS,CWS,3
23,Wilyer Abreu,677800,L,677800,ST,31.0,5.0,0.161,0.223,0.19015625,0.44,0.097,84.76111111111112,0.5,18,0.111,0.389,0.278,0.222,0.444,0.424,0.03,3,1,1,0,BOS@CWS,BOS,CWS,3
25,Willson Contreras,575929,L,575929,CH,72.0,21.0,0.292,0.205,0.36841558441558436,0.88,0.25000000000000006,92.5125,0.464,48,0.188,0.479,0.396,0.229,0.354,0.312,0.065,12,4,1,4,BOS@CWS,BOS,CWS,4
27,Willson Contreras,575929,L,575929,FC,29.0,7.0,0.241,0.085,0.39470588235294113,0.939,0.345,89.55833333333334,0.615,24,0.208,0.5,0.417,0.208,0.333,0.147,0.088,1,4,0,2,BOS@CWS,BOS,CWS,4
28,Willson Contreras,575929,L,575929,FF,126.0,32.0,0.254,0.132,0.35358278145695365,0.804,0.175,88.59782608695652,0.52,92,0.12,0.446,0.304,0.239,0.304,0.23,0.151,20,7,0,5,BOS@CWS,BOS,CWS,4
30,Willson Contreras,575929,L,575929,SI,56.0,22.0,0.393,0.037,0.5492575757575757,1.353,0.482,97.43265306122449,0.655,49,0.184,0.653,0.367,0.286,0.306,0.119,0.149,9,6,0,7,BOS@CWS,BOS,CWS,4
32,Willson Contreras,575929,L,575929,ST,16.0,4.0,0.25,0.153,0.29261111111111116,0.645,0.062,76.46363636363637,0.5,11,0.091,0.182,0.364,0.182,0.182,0.278,0.0,3,1,0,0,BOS@CWS,BOS,CWS,4
34,Caleb Durbin,702332,L,702332,CH,28.0,3.0,0.107,0.156,0.10564285714285715,0.246,0.03599999999999999,78.82307692307693,0.4,26,0.038,0.269,0.692,0.115,0.077,0.103,0.0,2,1,0,0,BOS@CWS,BOS,CWS,5
36,Caleb Durbin,702332,L,702332,FC,13.0,4.0,0.308,0.08,0.29330769230769227,0.693,0.07700000000000001,80.84545454545456,0.25,11,0.0,0.364,0.364,0.182,0.182,0.154,0.0,3,1,0,0,BOS@CWS,BOS,CWS,5
37,Caleb Durbin,702332,L,702332,FF,78.0,15.0,0.192,0.018,0.2777093023255814,0.636,0.18,85.613698630137,0.333,73,0.041,0.329,0.356,0.26,0.315,0.069,0.069,9,2,0,4,BOS@CWS,BOS,CWS,5
39,Caleb Durbin,702332,L,702332,SI,27.0,11.0,0.407,0.028,0.45318749999999997,1.027,0.14900000000000008,85.39285714285714,0.333,28,0.071,0.357,0.607,0.179,0.143,0.029,0.088,9,1,0,1,BOS@CWS,BOS,CWS,5
41,Caleb Durbin,702332,L,702332,ST,5.0,2.0,0.4,0.03,0.4716666666666667,1.1,0.19999999999999996,70.53999999999999,1.0,5,0.0,0.2,0.6,0.0,0.2,0.0,0.0,1,1,0,0,BOS@CWS,BOS,CWS,5
43,Romy Gonzalez,663853,L,663853,CH,61.0,15.0,0.246,0.243,0.30478125,0.724,0.197,87.77674418604651,0.733,43,0.116,0.488,0.628,0.093,0.256,0.281,0.047,10,1,1,3,BOS@CWS,BOS,CWS,6
45,Romy Gonzalez,663853,L,663853,FC,28.0,8.0,0.286,0.155,0.3891935483870968,0.926,0.285,89.23913043478261,0.667,23,0.217,0.565,0.391,0.174,0.348,0.161,0.065,4,2,0,2,BOS@CWS,BOS,CWS,6
46,Romy Gonzalez,663853,L,663853,FF,86.0,31.0,0.36,0.099,0.4228617021276596,1.004,0.23299999999999998,94.82923076923076,0.622,65,0.138,0.569,0.369,0.369,0.2,0.232,0.084,19,7,2,3,BOS@CWS,BOS,CWS,6
48,Romy Gonzalez,663853,L,663853,SI,29.0,13.0,0.448,0.153,0.5369714285714284,1.273,0.311,94.96923076923076,0.769,26,0.154,0.654,0.5,0.385,0.115,0.135,0.162,8,3,0,2,BOS@CWS,BOS,CWS,6
50,Romy Gonzalez,663853,L,663853,ST,12.0,5.0,0.417,0.085,0.5438571428571428,1.333,0.416,92.87272727272727,0.375,11,0.091,0.364,0.273,0.364,0.364,0.071,0.143,2,2,0,1,BOS@CWS,BOS,CWS,6
52,Jarren Duran,680776,L,680776,CH,12.0,3.0,0.25,0.111,0.3103333333333333,0.75,0.25,85.7875,0.667,8,0.125,0.5,0.625,0.25,0.125,0.333,0.0,2,0,0,1,BOS@CWS,BOS,CWS,7
54,Jarren Duran,680776,L,680776,FC,34.0,9.0,0.265,0.148,0.2633888888888889,0.6,0.02899999999999997,85.07241379310345,0.714,29,0.103,0.448,0.448,0.345,0.138,0.139,0.056,8,1,0,0,BOS@CWS,BOS,CWS,7
55,Jarren Duran,680776,L,680776,FF,135.0,29.0,0.215,0.126,0.3168024691358024,0.7,0.148,90.41264367816092,0.6,87,0.126,0.506,0.345,0.264,0.31,0.313,0.151,19,4,2,4,BOS@CWS,BOS,CWS,7
57,Jarren Duran,680776,L,680776,SI,111.0,37.0,0.333,0.066,0.3545666666666667,0.821,0.10799999999999998,89.2060606060606,0.5,99,0.051,0.414,0.667,0.222,0.101,0.107,0.066,30,4,1,2,BOS@CWS,BOS,CWS,7
59,Jarren Duran,680776,L,680776,ST,62.0,13.0,0.21,0.2,0.22979365079365077,0.545,0.11300000000000002,83.21951219512195,0.25,41,0.073,0.317,0.415,0.171,0.317,0.333,0.016,9,2,1,1,BOS@CWS,BOS,CWS,7
61,Andruw Monasterio,655316,L,655316,CH,39.0,8.0,0.205,0.122,0.30478571428571427,0.718,0.257,83.95,0.333,32,0.125,0.25,0.375,0.188,0.375,0.186,0.07,4,1,0,3,BOS@CWS,BOS,CWS,8
63,Andruw Monasterio,655316,L,655316,FC,21.0,6.0,0.286,0.114,0.333625,0.756,0.09500000000000003,85.64375,0.667,16,0.062,0.375,0.438,0.375,0.188,0.208,0.125,4,2,0,0,BOS@CWS,BOS,CWS,8
64,Andruw Monasterio,655316,L,655316,FF,76.0,18.0,0.237,0.076,0.3229777777777778,0.724,0.131,88.67966101694915,0.471,59,0.051,0.373,0.322,0.271,0.305,0.189,0.144,12,4,0,2,BOS@CWS,BOS,CWS,8
66,Andruw Monasterio,655316,L,655316,SI,32.0,11.0,0.344,0.052,0.3407352941176471,0.788,0.062000000000000055,90.72500000000001,0.25,24,0.042,0.375,0.333,0.292,0.375,0.235,0.059,9,2,0,0,BOS@CWS,BOS,CWS,8
68,Andruw Monasterio,655316,L,655316,ST,10.0,3.0,0.3,0.088,0.3954166666666666,0.917,0.2,87.8125,0.5,8,0.125,0.375,0.125,0.125,0.375,0.167,0.167,1,2,0,0,BOS@CWS,BOS,CWS,8
70,Connor Wong,657136,L,657136,CH,71.0,18.0,0.254,0.188,0.26681944444444444,0.63,0.11199999999999999,84.12407407407407,0.455,54,0.037,0.315,0.574,0.222,0.185,0.236,0.014,12,5,0,1,BOS@CWS,BOS,CWS,9
72,Connor Wong,657136,L,657136,FC,16.0,6.0,0.375,0.136,0.4721666666666666,1.132,0.31299999999999994,89.97692307692309,0.6,13,0.154,0.538,0.462,0.154,0.231,0.167,0.056,3,2,0,1,BOS@CWS,BOS,CWS,9
73,Connor Wong,657136,L,657136,FF,113.0,22.0,0.195,0.136,0.2594031007751938,0.569,0.07900000000000001,88.33974358974359,0.529,78,0.064,0.462,0.231,0.256,0.397,0.271,0.116,14,7,1,0,BOS@CWS,BOS,CWS,9
75,Connor Wong,657136,L,657136,SI,40.0,13.0,0.325,0.084,0.36911363636363637,0.853,0.14999999999999997,88.515625,0.769,32,0.031,0.438,0.562,0.25,0.156,0.2,0.089,9,3,0,1,BOS@CWS,BOS,CWS,9
77,Connor Wong,657136,L,657136,ST,5.0,0.0,0.0,0.163,0.20342857142857143,0.25,0.0,83.0,1.0,3,0.0,0.333,0.0,0.0,0.333,0.375,0.125,0,0,0,0,BOS@CWS,BOS,CWS,9
0,Miguel Vargas,678246,L,678246,CH,87.0,17.0,0.195,0.07,0.2509042553191489,0.575,0.127,84.58765432098765,0.385,81,0.062,0.272,0.432,0.185,0.296,0.074,0.074,10,4,2,1,BOS@CWS,CWS,BOS,1
2,Miguel Vargas,678246,L,678246,CU,28.0,10.0,0.357,0.079,0.4513428571428571,1.043,0.21399999999999997,83.07826086956521,0.571,23,0.087,0.391,0.348,0.391,0.217,0.167,0.167,6,3,0,1,BOS@CWS,CWS,BOS,1
3,Miguel Vargas,678246,L,678246,FC,27.0,12.0,0.444,0.088,0.5388124999999999,1.309,0.334,89.8625,0.733,24,0.083,0.5,0.375,0.292,0.333,0.094,0.156,7,3,0,2,BOS@CWS,CWS,BOS,1
4,Miguel Vargas,678246,L,678246,FF,119.0,18.0,0.151,0.108,0.27282269503546097,0.599,0.168,92.37078651685393,0.5,89,0.079,0.449,0.18,0.202,0.494,0.217,0.147,7,6,1,4,BOS@CWS,CWS,BOS,1
6,Miguel Vargas,678246,L,678246,SI,67.0,17.0,0.254,0.056,0.3740512820512821,0.881,0.268,93.14655172413794,0.594,58,0.155,0.5,0.397,0.241,0.31,0.115,0.141,9,3,0,5,BOS@CWS,CWS,BOS,1
7,Miguel Vargas,678246,L,678246,SL,41.0,14.0,0.341,0.115,0.42867441860465116,1.023,0.318,89.4258064516129,0.55,31,0.129,0.419,0.194,0.323,0.323,0.25,0.045,5,7,0,2,BOS@CWS,CWS,BOS,1
10,Randal Grichuk,545341,L,545341,CH,114.0,30.0,0.263,0.162,0.3265470085470085,0.782,0.237,91.7516129032258,0.653,93,0.108,0.527,0.419,0.28,0.247,0.179,0.026,12,13,1,4,BOS@CWS,CWS,BOS,2
